Year,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueTypeID,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,TopicID,QuestionID,ResponseID,LocationID,StratificationCategoryID1,StratificationID1
2013,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,70,70, , ,66.9,73.1,Gender,Female, , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,GENDER,GENF
2013,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,77.5,77.5, , ,74.4,80.5,Race/Ethnicity,"White, non-Hispanic", , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,RACE,WHT
2013,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,81.1,81.1, , ,76.9,85.3,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,RACE,BLK
2013,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,28.2,28.2, , ,22.9,33.6,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,RACE,API
2013,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,RACE,AIAN
2013,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,12,12, , ,9.3,15.4,Race/Ethnicity,Hispanic, , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,RACE,HIS
2013,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,64.9,64.9, , ,62.9,67,Overall,Overall, , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,OVERALL,OVR
2013,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,79.8,79.8, , ,76.3,83.3,Gender,Male, , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,GENDER,GENM
2013,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,54.3,54.3, , ,51.8,56.8,Gender,Female, , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,GENDER,GENF
2013,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,56.1,56.1, , ,53.8,58.3,Race/Ethnicity,"White, non-Hispanic", , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,RACE,WHT
2013,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,96.6,96.6, , ,91.4,101.7,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,RACE,BLK
2013,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,39.2,39.2, , ,31.5,46.8,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,RACE,API
2013,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,RACE,AIAN
2013,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,33.5,33.5, , ,25.3,43.5,Race/Ethnicity,Hispanic, , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,RACE,HIS
2014,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,3929,3929, , ,,,Overall,Overall, , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,OVERALL,OVR
2014,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,2058,2058, , ,,,Gender,Male, , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,GENDER,GENM
2014,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,1871,1871, , ,,,Gender,Female, , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,GENDER,GENF
2014,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,2398,2398, , ,,,Race/Ethnicity,"White, non-Hispanic", , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,RACE,WHT
2014,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,1433,1433, , ,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,RACE,BLK
2014,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,94,94, , ,,,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,RACE,API
2014,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,RACE,AIAN
2014,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,60,60, , ,,,Race/Ethnicity,Hispanic, , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,RACE,HIS
2014,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,72.5,72.5, , ,70.2,74.8,Overall,Overall, , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,OVERALL,OVR
2014,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,79,79, , ,75.6,82.4,Gender,Male, , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,GENDER,GENM
2014,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,66.5,66.5, , ,63.5,69.5,Gender,Female, , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,GENDER,GENF
2014,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,74.9,74.9, , ,71.9,77.9,Race/Ethnicity,"White, non-Hispanic", , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,RACE,WHT
2014,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,79.6,79.6, , ,75.5,83.7,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,RACE,BLK
2014,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,23.6,23.6, , ,19.1,28.9,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,RACE,API
2014,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,RACE,AIAN
2014,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,10.8,10.8, , ,8.2,13.9,Race/Ethnicity,Hispanic, , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,RACE,HIS
2014,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,61.9,61.9, , ,59.9,63.8,Overall,Overall, , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,OVERALL,OVR
2014,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,76.3,76.3, , ,73,79.7,Gender,Male, , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,GENDER,GENM
2014,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,50.9,50.9, , ,48.5,53.2,Gender,Female, , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,GENDER,GENF
2014,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,53.6,53.6, , ,51.4,55.8,Race/Ethnicity,"White, non-Hispanic", , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,RACE,WHT
2014,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,92.8,92.8, , ,87.8,97.8,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,RACE,BLK
2014,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,32,32, , ,25.7,39.3,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,RACE,API
2014,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,RACE,AIAN
2014,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,30.5,30.5, , ,22.8,40,Race/Ethnicity,Hispanic, , , , ,"(39.29058096400047, -76.60926011099963)",DIA,DIA1_1, ,24,RACE,HIS
2010,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,1026,1026, , ,,,Race/Ethnicity,"White, non-Hispanic", , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,WHT
2010,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,BLK
2010,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,API
2010,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,AIAN
2010,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,HIS
2010,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,1037,1037, , ,,,Overall,Overall, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,OVERALL,OVR
2010,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,80.9,80.9, , ,76,85.9,Race/Ethnicity,"White, non-Hispanic", , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,WHT
2010,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,BLK
2010,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,API
2010,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,AIAN
2010,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,HIS
2010,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,79.1,79.1, , ,74.3,83.9,Overall,Overall, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,OVERALL,OVR
2010,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,86.5,86.5, , ,79.3,93.7,Gender,Male, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,GENDER,GENM
2010,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,72,72, , ,65.5,78.4,Gender,Female, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,GENDER,GENF
2010,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,61.1,61.1, , ,57.3,64.8,Race/Ethnicity,"White, non-Hispanic", , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,WHT
2010,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,BLK
2010,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,API
2010,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,AIAN
2010,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,HIS
2010,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,61,61, , ,57.3,64.8,Overall,Overall, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,OVERALL,OVR
2010,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,76.2,76.2, , ,69.7,82.6,Gender,Male, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,GENDER,GENM
2010,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,49.7,49.7, , ,45.1,54.2,Gender,Female, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,GENDER,GENF
2011,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,968,968, , ,,,Race/Ethnicity,"White, non-Hispanic", , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,WHT
2011,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,BLK
2011,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,API
2011,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,AIAN
2011,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,HIS
2011,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,979,979, , ,,,Overall,Overall, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,OVERALL,OVR
2011,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,526,526, , ,,,Gender,Male, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,GENDER,GENM
2011,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,453,453, , ,,,Gender,Female, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,GENDER,GENF
2011,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,76.5,76.5, , ,71.7,81.3,Race/Ethnicity,"White, non-Hispanic", , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,WHT
2011,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,BLK
2011,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,API
2011,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,AIAN
2011,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,HIS
2011,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,74.7,74.7, , ,70,79.4,Overall,Overall, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,OVERALL,OVR
2011,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,82.1,82.1, , ,75,89.1,Gender,Male, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,GENDER,GENM
2011,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,67.7,67.7, , ,61.5,73.9,Gender,Female, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,GENDER,GENF
2011,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,56.2,56.2, , ,52.6,59.7,Race/Ethnicity,"White, non-Hispanic", , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,WHT
2011,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,BLK
2011,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,API
2011,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,AIAN
2011,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,HIS
2011,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,56.1,56.1, , ,52.6,59.7,Overall,Overall, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,OVERALL,OVR
2011,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,69.8,69.8, , ,63.7,75.9,Gender,Male, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,GENDER,GENM
2011,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,45.1,45.1, , ,40.8,49.3,Gender,Female, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,GENDER,GENF
2012,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,1003,1003, , ,,,Race/Ethnicity,"White, non-Hispanic", , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,WHT
2012,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,BLK
2012,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,API
2012,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,AIAN
2012,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,HIS
2012,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,1020,1020, , ,,,Overall,Overall, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,OVERALL,OVR
2012,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,562,562, , ,,,Gender,Male, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,GENDER,GENM
2012,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,458,458, , ,,,Gender,Female, , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,GENDER,GENF
2012,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,79.3,79.3, , ,74.4,84.2,Race/Ethnicity,"White, non-Hispanic", , , , ,"(45.254228894000505, -68.98503133599962)",DIA,DIA1_1, ,23,RACE,WHT
